soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
31.64,30.78,58.71,6.74,125.03,0.5,0.48,12.706,36.07,3,1,2
5.0,21.69,57.2,6.61,3.7,0.5,0.489,9.28,95.23,2,2,4
54.58,23.66,73.63,6.17,17.11,0.5,0.48,6.239,42.04,3,1,1
52.27,31.99,71.37,5.44,33.52,0.5,0.525,9.159,40.07,7,0,1
61.03,34.95,63.86,6.75,6.19,0.5,0.6,12.632,38.81,5,0,1
84.11,22.01,74.76,6.33,86.87,0.5,0.661,5.554,0.0,2,3,0
37.48,32.33,50.33,5.85,36.18,0.5,0.489,16.06,54.05,0,2,2
45.05,35.25,63.46,6.85,28.28,0.5,0.604,12.88,48.88,7,3,2
27.83,27.99,45.55,4.33,68.19,0.5,0.719,15.243,55.7,6,3,3
61.68,28.97,49.21,7.02,67.13,0.5,0.45,14.715,21.46,1,0,1
5.0,26.5,46.18,6.65,11.1,0.5,0.46,14.262,93.18,0,1,4
70.23,28.05,58.45,5.79,14.22,0.5,0.604,11.655,27.47,7,3,1
92.35,25.97,47.03,6.27,51.76,0.5,0.525,13.758,0.0,4,0,0
70.96,26.0,49.64,6.8,12.84,0.5,0.69,13.096,27.33,3,3,1
91.01,30.95,73.37,6.88,4.27,0.5,0.51,8.241,9.12,3,2,0
13.49,30.41,64.01,6.88,40.47,0.5,0.46,10.944,76.82,8,1,4
26.85,29.75,62.43,5.93,23.23,0.5,0.5,11.177,68.18,6,1,3
43.13,13.77,29.75,6.95,2.38,0.5,0.5,9.676,57.49,6,1,2
41.91,32.22,40.01,7.44,14.9,0.5,0.69,19.325,55.83,3,3,2
93.24,36.17,71.07,6.87,15.93,0.5,0.489,10.463,3.72,8,2,0
59.48,41.13,52.83,7.84,35.46,0.5,0.46,19.4,32.17,8,1,1
5.0,21.8,57.09,5.7,10.17,0.5,0.446,9.355,93.39,4,2,4
56.04,28.9,78.49,6.94,5.65,0.5,0.525,6.218,43.76,7,0,1
74.45,23.14,79.77,7.11,10.37,0.5,0.6,4.68,24.28,5,0,1
94.79,32.92,42.22,6.12,49.26,0.5,0.383,19.019,0.0,1,2,0
57.54,31.54,75.98,6.98,8.92,0.5,0.525,7.576,41.38,4,0,1
66.75,37.1,46.38,7.22,35.6,0.5,0.36,19.893,24.61,1,1,1
49.56,29.23,47.32,5.56,11.75,0.5,0.531,15.399,48.62,6,2,2
45.17,27.69,75.09,5.95,58.85,0.5,0.446,6.898,40.18,7,2,2
28.04,27.69,100.0,7.99,22.37,0.5,0.42,0.0,67.02,7,1,3
41.27,34.51,63.0,5.95,43.63,0.5,0.719,12.769,48.84,6,3,2
40.84,28.42,59.26,5.34,10.65,0.5,0.46,11.581,57.45,2,1,2
20.21,23.27,66.27,5.2,5.47,0.5,0.719,7.848,80.12,6,3,3
61.3,31.29,45.45,6.4,21.78,0.5,0.531,17.068,34.2,6,2,1
39.47,33.75,75.56,7.09,31.9,0.5,0.604,8.249,53.49,4,3,2
78.51,24.13,49.25,6.31,58.74,0.5,0.36,12.248,6.66,1,1,0
43.47,35.05,50.26,6.92,11.67,0.5,0.42,17.435,54.46,7,1,2
36.27,26.08,56.18,5.03,10.54,0.5,0.446,11.429,62.02,7,2,2
22.72,32.22,57.34,4.59,10.58,0.5,0.661,13.745,76.1,8,3,3
66.89,32.56,40.0,5.82,48.46,0.5,0.604,19.538,21.64,4,3,1
54.82,22.82,45.18,6.9,23.66,0.5,0.48,12.512,40.04,3,1,1
24.67,10.97,47.86,7.27,11.48,0.5,0.6,5.718,73.75,3,0,3
62.37,29.54,45.37,6.61,7.26,0.5,0.69,16.137,37.41,5,3,1
22.64,35.92,100.0,6.92,2.7,0.5,0.604,0.0,78.15,7,3,3
43.93,29.61,44.3,5.84,13.97,0.5,0.51,16.493,53.61,3,2,2
16.48,30.55,58.93,7.49,30.9,0.5,0.661,12.547,76.89,8,3,4
52.63,35.14,64.31,6.21,37.12,0.5,0.46,12.541,38.58,2,1,1
74.14,28.74,57.74,5.36,20.73,0.5,0.51,12.148,21.58,5,2,1
55.96,41.47,48.19,8.04,39.28,0.5,0.446,21.487,34.63,7,2,1
26.81,15.65,87.33,5.81,43.88,0.5,0.69,1.983,63.16,5,3,3
51.01,24.39,44.39,7.58,31.25,0.5,0.6,13.563,42.12,5,0,1
78.74,32.34,88.12,7.62,42.4,0.5,0.48,3.843,11.1,5,1,0
60.82,22.19,63.85,6.93,7.38,0.5,0.575,8.021,38.64,0,0,1
18.05,22.12,56.16,5.08,73.21,0.5,0.531,9.697,63.66,6,2,3
50.11,24.24,50.14,7.6,30.67,0.5,0.383,12.085,42.63,1,2,1
34.21,38.26,89.09,7.18,12.93,0.5,0.525,4.175,63.64,4,0,3
77.95,23.76,45.85,5.6,30.87,0.5,0.446,12.864,14.89,4,2,0
36.22,27.1,74.67,5.44,2.78,0.5,0.46,6.864,64.19,0,1,2
95.0,35.99,52.02,5.63,87.44,0.5,0.69,17.267,0.0,3,3,0
63.73,24.34,100.0,5.25,23.68,0.5,0.531,0.0,31.25,6,2,1
54.62,26.73,65.49,5.93,149.33,0.5,0.489,9.222,6.6,0,2,1
73.91,33.35,53.4,6.4,69.3,0.5,0.575,15.543,8.96,2,0,0
63.69,40.05,55.65,5.83,5.9,0.5,0.69,17.762,36.45,3,3,1
74.86,17.69,59.15,7.4,1.57,0.5,0.525,7.225,26.03,7,0,1
68.3,35.05,29.7,6.74,61.85,0.5,0.46,24.64,16.28,0,1,1
56.3,30.66,69.5,6.66,25.68,0.5,0.42,9.354,37.87,7,1,1
51.88,26.83,68.24,6.62,15.41,0.5,0.46,8.521,45.14,2,1,1
74.07,35.19,59.88,6.38,6.7,0.5,0.604,14.117,25.64,7,3,1
35.26,29.05,82.06,7.98,62.02,0.5,0.489,5.212,49.34,0,2,2
41.11,23.22,17.03,4.99,19.12,0.5,0.575,19.264,55.21,0,0,2
29.66,33.61,52.83,6.5,12.43,0.5,0.42,15.853,68.06,7,1,3
31.13,18.56,64.58,5.5,95.09,0.5,0.489,6.572,44.62,2,2,2
55.67,31.41,29.46,6.77,43.97,0.5,0.36,22.155,33.45,1,1,1
26.4,34.89,44.0,6.58,12.19,0.5,0.383,19.536,71.29,1,2,3
55.73,21.83,48.17,5.1,7.12,0.5,0.6,11.314,43.86,3,0,1
49.39,33.25,69.32,7.23,47.64,0.5,0.531,10.199,39.18,6,2,2
44.86,25.07,54.52,5.84,7.74,0.5,0.48,11.401,54.27,5,1,2
53.22,26.82,39.72,6.29,46.45,0.5,0.575,16.166,35.78,2,0,1
46.0,21.86,58.22,6.23,46.15,0.5,0.517,9.134,42.94,1,3,2
48.2,32.06,80.46,6.63,9.76,0.5,0.604,6.262,50.69,4,3,2
50.38,27.87,47.55,5.42,2.52,0.5,0.625,14.616,50.51,6,0,1
43.23,24.12,61.56,5.87,5.71,0.5,0.46,9.273,56.39,8,1,2
51.63,25.33,78.27,6.08,39.49,0.5,0.517,5.505,39.09,1,3,1
37.78,32.2,51.48,5.99,12.15,0.5,0.525,15.625,60.28,4,0,2
50.28,35.84,56.02,6.16,12.7,0.5,0.575,15.762,47.76,8,0,1
74.87,28.18,83.11,6.08,58.22,0.5,0.517,4.76,10.83,1,3,0
65.49,31.19,77.03,7.26,56.54,0.5,0.489,7.165,20.59,0,2,1
46.7,34.67,66.96,5.57,34.12,0.5,0.446,11.458,45.27,4,2,2
22.26,34.35,43.66,7.16,101.93,0.5,0.51,19.352,51.71,3,2,3
56.2,28.36,49.98,4.78,41.87,0.5,0.383,14.186,33.54,1,2,1
47.16,19.52,78.44,6.4,45.06,0.5,0.661,4.208,42.43,8,3,2
53.87,24.48,53.19,6.35,66.71,0.5,0.5,11.457,29.51,6,1,1
75.29,31.15,63.5,7.14,118.06,0.5,0.5,11.37,0.0,6,1,0
33.46,26.76,65.41,7.52,30.23,0.5,0.489,9.259,59.66,2,2,3
5.0,21.69,59.05,7.24,16.24,0.5,0.625,8.883,92.21,6,0,4
53.85,45.0,65.51,6.25,33.9,0.5,0.575,15.519,38.5,2,0,1
49.55,21.08,37.81,6.45,0.64,0.5,0.625,13.107,51.84,6,0,2
73.58,23.91,93.2,5.66,5.09,0.5,0.446,1.626,26.17,7,2,1
60.33,21.97,68.52,6.74,8.1,0.5,0.5,6.917,38.75,6,1,1
15.43,35.63,47.05,6.58,26.62,0.5,0.42,18.866,78.49,4,1,4
81.27,22.83,45.19,7.39,10.88,0.5,0.661,12.511,17.47,2,3,1
62.59,25.71,79.86,6.27,9.17,0.5,0.46,5.178,36.11,2,1,1
75.13,21.28,36.01,6.17,55.14,0.5,0.489,13.613,11.32,8,2,0
71.22,30.18,42.97,5.22,66.5,0.5,0.604,17.208,12.48,7,3,0
71.48,45.0,71.68,6.06,6.21,0.5,0.6,12.743,28.36,3,0,1
62.23,16.57,53.49,7.88,8.88,0.5,0.604,7.707,36.9,7,3,1
74.47,33.14,51.38,7.52,43.4,0.5,0.446,16.114,15.02,7,2,1
46.68,33.89,57.02,6.47,1.62,0.5,0.489,14.568,54.1,2,2,2
40.75,28.61,73.31,7.3,2.49,0.5,0.446,7.636,59.7,7,2,2
70.98,41.03,46.16,5.84,4.42,0.5,0.5,22.089,29.08,6,1,1
59.33,27.42,70.24,6.59,0.23,0.5,0.48,8.159,41.81,3,1,1
6.95,26.55,74.9,5.76,9.72,0.5,0.625,6.664,92.01,6,0,4
75.71,26.53,69.34,7.16,18.67,0.5,0.719,8.133,21.09,6,3,1
42.35,27.73,68.66,5.39,20.88,0.5,0.575,8.692,53.5,0,0,2
53.21,36.78,56.94,5.51,77.45,0.5,0.661,15.839,27.7,2,3,1
55.24,22.96,63.31,6.22,0.62,0.5,0.36,8.422,45.49,1,1,1
40.62,22.39,60.57,6.66,33.27,0.5,0.661,8.828,52.12,8,3,2
72.52,28.82,27.05,6.42,47.84,0.5,0.446,21.025,15.78,7,2,1
15.12,27.74,87.05,6.33,11.2,0.5,0.517,3.593,83.18,1,3,4
65.73,22.07,78.92,5.99,85.3,0.5,0.69,4.651,13.15,3,3,0
83.41,22.53,85.61,6.24,6.44,0.5,0.489,3.243,16.09,0,2,1
60.12,36.15,75.83,7.4,23.59,0.5,0.575,8.737,35.0,8,0,1
30.47,23.6,58.61,5.9,32.24,0.5,0.383,9.771,61.85,1,2,3
41.6,32.44,57.4,6.83,31.87,0.5,0.5,13.821,51.11,6,1,2
57.44,27.59,79.95,6.91,17.93,0.5,0.46,5.531,38.91,2,1,1
33.83,25.89,44.47,6.26,4.76,0.5,0.69,14.379,66.62,3,3,3
43.57,21.78,94.83,6.42,21.09,0.5,0.625,1.126,52.34,6,0,2
87.15,22.63,73.77,7.41,70.12,0.5,0.5,5.936,0.0,6,1,0
16.08,27.41,53.46,4.54,4.11,0.5,0.46,12.758,83.97,0,1,4
81.56,23.62,67.45,6.83,89.5,0.5,0.46,7.688,0.0,8,1,0
14.13,34.34,76.69,6.34,11.65,0.5,0.46,8.002,83.9,8,1,4
6.56,32.44,80.03,6.2,5.31,0.5,0.48,6.477,93.22,5,1,4
49.17,34.62,61.71,6.62,16.61,0.5,0.42,13.255,47.43,4,1,2
64.08,32.38,41.41,5.56,32.61,0.5,0.48,18.97,28.38,3,1,1
11.63,28.4,82.92,5.89,3.73,0.5,0.446,4.851,88.48,4,2,4
73.78,29.77,55.62,6.76,102.45,0.5,0.46,13.209,0.0,8,1,0
35.95,28.03,52.94,6.83,12.13,0.5,0.446,13.193,61.92,4,2,2
40.1,26.57,66.21,5.5,6.57,0.5,0.604,8.977,59.65,4,3,2
75.97,24.24,60.68,6.54,7.63,0.5,0.69,9.53,23.71,5,3,1
29.32,21.68,35.74,6.82,2.27,0.5,0.531,13.932,71.4,6,2,3
50.64,23.72,49.35,6.37,84.66,0.5,0.36,12.014,27.59,1,1,1
50.36,26.06,45.82,6.5,12.51,0.5,0.517,14.119,47.58,1,3,1
93.15,22.55,52.77,6.52,25.96,0.5,0.42,10.653,0.95,7,1,0
57.77,25.61,53.58,6.33,93.94,0.5,0.719,11.887,18.86,6,3,1
64.27,28.25,62.48,5.93,22.43,0.5,0.5,10.601,30.97,6,1,1
13.89,27.78,57.41,6.26,1.89,0.5,0.48,11.833,86.8,5,1,4
38.52,35.73,59.6,7.45,0.8,0.5,0.661,14.435,62.92,0,3,2
66.79,28.41,45.81,7.22,79.11,0.5,0.383,15.396,12.97,1,2,0
73.09,22.32,73.8,7.36,51.19,0.5,0.51,5.848,14.48,3,2,0
43.2,18.49,63.24,6.96,14.77,0.5,0.46,6.798,53.99,8,1,2
58.58,32.83,62.48,6.43,1.95,0.5,0.42,12.316,41.95,4,1,1
40.14,20.71,26.88,6.32,11.6,0.5,0.42,15.145,57.8,7,1,2
63.56,29.04,70.01,5.83,60.4,0.5,0.604,8.709,21.77,7,3,1
59.76,22.25,46.08,6.22,9.2,0.5,0.525,11.998,39.09,7,0,1
42.85,33.16,45.27,5.95,1.16,0.5,0.46,18.147,57.99,2,1,2
42.48,27.82,80.67,7.39,24.07,0.5,0.661,5.378,52.73,0,3,2
40.68,24.22,70.68,6.69,66.64,0.5,0.575,7.102,42.9,2,0,2
46.71,33.48,38.82,6.27,13.56,0.5,0.525,20.482,50.97,4,0,2
89.53,26.5,77.4,6.37,12.14,0.5,0.575,5.989,8.65,2,0,0
74.19,31.59,65.73,7.49,13.07,0.5,0.575,10.826,23.75,8,0,1
28.62,24.41,84.87,5.79,1.73,0.5,0.525,3.693,72.23,7,0,3
62.39,35.28,24.93,7.07,10.33,0.5,0.446,26.486,35.96,7,2,1
36.99,37.33,43.28,5.11,15.79,0.5,0.48,21.173,59.98,5,1,2
17.1,24.31,63.36,6.5,69.72,0.5,0.661,8.907,65.88,8,3,3
57.46,30.12,58.17,7.54,10.31,0.5,0.46,12.6,40.93,0,1,1
48.97,45.0,34.54,8.33,35.31,0.5,0.575,29.457,43.01,0,0,2
41.49,21.03,64.76,6.66,197.14,0.5,0.51,7.41,6.98,5,2,1
24.09,22.26,36.39,5.92,8.56,0.5,0.661,14.158,75.27,0,3,3
71.79,29.49,36.57,6.01,20.3,0.5,0.489,18.709,24.0,8,2,1
50.53,36.47,58.81,6.86,124.26,0.5,0.525,15.025,17.5,7,0,1
51.54,25.57,67.88,6.16,18.82,0.5,0.45,8.213,44.55,1,0,1
47.61,16.3,69.26,7.48,12.5,0.5,0.719,5.01,50.84,6,3,2
53.07,36.72,54.16,6.44,42.0,0.5,0.719,16.832,37.47,6,3,1
68.22,35.49,68.54,6.76,103.53,0.5,0.6,11.164,5.55,3,0,0
59.77,34.38,67.81,6.72,4.1,0.5,0.489,11.069,40.35,0,2,1
67.02,25.03,58.1,6.06,13.86,0.5,0.46,10.486,30.42,2,1,1
52.42,36.52,31.85,5.86,32.01,0.5,0.45,24.888,40.13,1,0,1
83.14,28.85,49.98,7.49,35.55,0.5,0.446,14.432,8.45,7,2,0
72.75,29.71,65.98,7.02,41.08,0.5,0.489,10.107,17.47,2,2,1
30.13,22.13,68.37,7.77,18.68,0.5,0.36,6.999,65.77,1,1,3
56.81,27.15,61.69,5.88,15.33,0.5,0.383,10.402,40.04,1,2,1
54.85,19.17,72.41,6.48,24.12,0.5,0.489,5.289,39.92,2,2,1
32.71,19.71,64.56,7.08,46.45,0.5,0.661,6.987,56.5,2,3,3
82.99,28.11,49.89,6.66,11.33,0.5,0.5,14.085,15.22,6,1,1
81.02,27.13,55.08,7.14,34.55,0.5,0.489,12.186,10.94,8,2,0
45.82,37.36,77.42,6.74,23.56,0.5,0.517,8.436,49.16,1,3,2
30.61,24.31,46.67,6.68,43.62,0.5,0.69,12.962,59.43,3,3,3
73.47,34.32,46.92,6.58,13.05,0.5,0.575,18.219,24.48,0,0,1
15.19,29.37,71.66,7.06,57.77,0.5,0.604,8.326,70.85,4,3,4
75.31,26.84,68.63,6.24,30.32,0.5,0.45,8.418,17.69,1,0,1
57.93,22.54,79.07,5.72,24.45,0.5,0.46,4.718,36.67,0,1,1
26.93,21.59,47.31,7.1,72.92,0.5,0.575,11.373,54.98,8,0,3
73.42,36.97,41.81,7.19,15.73,0.5,0.525,21.516,23.68,7,0,1
69.83,20.99,61.4,5.42,21.27,0.5,0.446,8.103,25.59,7,2,1
49.73,22.94,71.49,6.3,5.22,0.5,0.604,6.54,50.38,7,3,2
36.43,31.87,61.01,6.57,12.15,0.5,0.5,12.424,61.56,6,1,2
59.01,36.32,61.63,6.36,2.17,0.5,0.446,13.937,41.53,4,2,1
32.4,28.19,63.86,6.68,30.6,0.5,0.604,10.19,60.91,7,3,3
60.1,32.92,62.23,5.68,79.74,0.5,0.48,12.435,19.74,3,1,1
16.21,18.6,49.93,6.12,35.39,0.5,0.604,9.315,75.82,7,3,4
49.68,32.09,73.15,6.63,57.61,0.5,0.48,8.616,36.09,5,1,2
22.77,27.35,79.53,6.1,7.99,0.5,0.42,5.6,76.14,4,1,3
22.1,17.61,82.54,5.6,13.31,0.5,0.69,3.074,76.06,3,3,3
41.27,20.52,58.04,6.95,4.0,0.5,0.489,8.61,58.88,0,2,2
28.06,21.66,53.83,6.48,46.72,0.5,0.661,9.998,61.07,0,3,3
62.3,30.29,51.2,7.11,48.92,0.5,0.48,14.782,25.79,3,1,1
37.2,37.84,51.45,7.72,3.45,0.5,0.661,18.37,63.53,0,3,2
21.58,27.38,63.76,7.16,4.08,0.5,0.51,9.925,78.6,3,2,3
50.49,31.34,62.9,5.98,8.76,0.5,0.46,11.627,48.32,2,1,1
70.11,30.08,59.2,6.65,51.8,0.5,0.525,12.273,17.33,7,0,1
72.02,43.54,60.62,7.47,69.09,0.5,0.661,17.146,11.13,0,3,0
56.5,34.65,77.24,7.53,7.19,0.5,0.525,7.886,42.88,7,0,1
31.21,34.83,64.64,6.05,10.69,0.5,0.446,12.315,67.04,7,2,3
33.99,24.27,57.28,6.56,18.67,0.5,0.575,10.368,62.45,8,0,3
38.13,35.13,85.65,5.72,11.82,0.5,0.517,5.042,60.0,1,3,2
44.86,34.81,82.83,7.7,28.02,0.5,0.46,5.976,48.79,2,1,2
52.05,32.05,41.95,7.66,45.7,0.5,0.489,18.607,36.93,0,2,1
80.61,31.8,32.14,6.09,19.78,0.5,0.604,21.58,15.61,7,3,1
84.62,21.67,78.41,7.81,71.6,0.5,0.48,4.679,0.0,3,1,0
21.72,17.68,62.27,4.94,14.24,0.5,0.46,6.671,75.62,0,1,3
37.9,23.99,43.59,5.77,3.89,0.5,0.6,13.531,62.56,5,0,2
32.77,29.95,49.49,6.18,55.54,0.5,0.661,15.13,54.0,2,3,3
33.1,33.1,56.25,6.65,10.53,0.5,0.6,14.483,65.58,5,0,3
35.46,29.9,64.59,5.84,2.59,0.5,0.48,10.589,65.04,3,1,2
39.55,26.87,35.62,6.86,14.0,0.5,0.661,17.296,58.36,2,3,2
44.08,31.08,49.71,7.32,10.51,0.5,0.42,15.628,54.15,7,1,2
40.62,17.55,34.07,6.08,46.35,0.5,0.489,11.568,48.18,2,2,2
28.3,23.93,28.44,7.7,38.48,0.5,0.575,17.126,62.83,8,0,3
82.57,28.38,29.27,6.21,38.04,0.5,0.517,20.077,8.54,1,3,0
17.47,38.03,48.94,5.83,19.59,0.5,0.604,19.42,78.8,4,3,4
53.72,16.89,63.2,6.09,31.86,0.5,0.46,6.214,38.9,8,1,1
82.94,33.02,29.97,7.27,53.72,0.5,0.575,23.119,4.11,8,0,0
37.12,33.72,51.57,6.33,37.63,0.5,0.48,16.329,54.0,5,1,2
84.28,18.01,39.11,6.96,2.65,0.5,0.42,10.967,16.07,7,1,1
22.22,25.8,34.68,6.71,21.15,0.5,0.661,16.854,73.77,2,3,3
71.16,32.93,61.77,4.82,22.8,0.5,0.46,12.587,23.88,0,1,1
59.05,31.17,45.82,7.8,4.4,0.5,0.6,16.889,41.27,3,0,1
72.01,32.25,41.73,5.57,24.48,0.5,0.661,18.793,23.09,8,3,1
47.91,26.23,41.13,7.56,44.85,0.5,0.51,15.444,41.35,3,2,2
44.5,29.91,63.35,7.51,1.68,0.5,0.446,10.964,56.16,4,2,2
57.56,22.94,75.61,6.67,39.29,0.5,0.46,5.595,33.07,8,1,1
50.54,27.52,74.6,6.5,10.73,0.5,0.46,6.99,47.74,0,1,1
5.0,34.32,80.85,6.65,20.33,0.5,0.69,6.571,91.28,5,3,4
53.21,18.29,51.23,5.82,21.77,0.5,0.575,8.922,42.39,8,0,1
48.35,20.97,59.81,5.96,26.67,0.5,0.45,8.429,45.63,1,0,2
76.7,27.34,63.01,6.94,52.53,0.5,0.69,10.113,10.95,3,3,0
36.58,28.45,46.23,7.86,20.44,0.5,0.46,15.295,59.09,2,1,2
30.51,26.42,60.67,7.03,9.98,0.5,0.45,10.392,67.94,1,0,3
46.45,37.23,57.31,6.71,7.23,0.5,0.661,15.895,53.27,0,3,2
58.1,33.03,79.33,5.61,0.6,0.5,0.661,6.826,43.39,2,3,1
95.0,26.67,73.13,6.49,28.15,0.5,0.46,7.165,0.0,2,1,0
55.71,29.64,67.95,6.7,1.46,0.5,0.661,9.498,45.55,2,3,1
37.16,20.19,39.0,4.26,17.14,0.5,0.6,12.319,59.74,3,0,2
25.48,29.46,55.95,5.19,3.47,0.5,0.446,12.978,74.7,4,2,3
62.81,27.07,60.86,6.64,6.59,0.5,0.661,10.595,37.08,8,3,1
31.56,25.07,47.74,6.4,1.35,0.5,0.446,13.101,69.2,7,2,3
35.85,20.68,62.82,7.02,21.05,0.5,0.604,7.691,60.02,7,3,2
57.53,25.62,58.39,7.13,14.8,0.5,0.5,10.662,39.75,6,1,1
47.38,24.13,49.66,6.61,4.35,0.5,0.46,12.147,52.6,0,1,2
35.5,27.42,78.81,6.05,15.66,0.5,0.46,5.81,61.45,2,1,2
31.1,32.88,35.03,7.64,57.89,0.5,0.69,21.364,55.12,3,3,3
15.76,32.43,54.14,5.79,6.73,0.5,0.6,14.874,83.94,5,0,4
72.79,21.38,65.36,6.03,10.34,0.5,0.489,7.408,25.66,8,2,1
42.85,33.66,48.52,7.12,34.23,0.5,0.51,17.326,49.26,5,2,2
67.64,37.33,67.93,7.03,67.56,0.5,0.69,11.971,15.99,5,3,1
26.66,31.09,45.98,5.24,54.13,0.5,0.661,16.795,60.49,8,3,3
27.27,35.23,48.81,6.74,22.21,0.5,0.719,18.034,68.57,6,3,3
43.69,22.37,61.14,6.37,21.0,0.5,0.661,8.695,52.33,0,3,2
23.03,30.61,72.52,5.42,18.95,0.5,0.575,8.41,73.33,0,0,3
60.49,24.03,80.19,6.58,5.69,0.5,0.531,4.761,39.31,6,2,1
62.95,27.5,65.0,6.64,22.5,0.5,0.42,9.624,32.07,4,1,1
42.0,31.21,59.16,6.18,75.59,0.5,0.489,12.745,38.97,2,2,2
61.64,25.16,42.12,6.6,21.13,0.5,0.575,14.562,34.14,2,0,1
75.85,27.49,77.22,7.02,3.68,0.5,0.6,6.263,24.66,3,0,1
35.5,24.19,86.79,5.65,4.98,0.5,0.446,3.197,64.28,7,2,2
51.85,22.46,72.17,7.71,16.55,0.5,0.46,6.251,44.87,8,1,1
82.67,24.3,80.72,6.74,12.09,0.5,0.69,4.687,15.82,5,3,1
80.08,30.45,46.54,7.13,17.17,0.5,0.625,16.278,16.88,6,0,1
37.24,25.32,76.4,6.04,9.61,0.5,0.531,5.975,61.51,6,2,2
80.4,25.42,75.94,6.43,31.05,0.5,0.5,6.116,12.53,6,1,0
40.95,30.38,37.78,5.08,11.41,0.5,0.661,18.903,57.64,8,3,2
35.8,16.48,72.85,6.36,3.07,0.5,0.489,4.473,64.6,2,2,2
28.75,24.77,53.0,5.31,8.68,0.5,0.6,11.642,70.42,5,0,3
58.39,27.76,58.56,6.71,65.13,0.5,0.51,11.503,25.44,5,2,1
56.69,22.16,85.54,6.04,6.2,0.5,0.604,3.205,43.16,4,3,1
38.97,18.44,42.4,5.54,45.42,0.5,0.51,10.622,50.14,5,2,2
54.63,24.54,85.69,5.71,4.47,0.5,0.46,3.512,45.32,2,1,1
52.14,28.96,59.05,5.82,17.14,0.5,0.48,11.856,44.47,3,1,1
54.43,38.46,52.32,6.01,3.08,0.5,0.604,18.336,46.25,4,3,1
65.0,22.46,40.88,6.95,28.41,0.5,0.575,13.277,28.82,0,0,1
18.14,38.1,53.55,8.28,19.94,0.5,0.69,17.701,78.24,3,3,4
37.21,30.54,47.82,5.97,13.19,0.5,0.46,15.937,60.41,8,1,2
29.93,26.63,60.54,6.09,33.43,0.5,0.575,10.511,62.55,0,0,3
56.4,24.96,52.29,5.54,20.9,0.5,0.42,11.907,39.05,7,1,1
76.64,34.11,42.15,5.88,2.43,0.5,0.48,19.729,23.91,5,1,1
75.98,23.87,61.72,7.72,51.62,0.5,0.489,9.139,11.41,2,2,0
22.84,26.05,69.42,6.16,1.76,0.5,0.525,7.966,78.0,4,0,3
88.68,32.4,67.09,7.39,30.75,0.5,0.6,10.663,4.58,5,0,0
75.06,45.0,59.57,6.5,9.39,0.5,0.42,18.194,23.48,7,1,1
5.0,32.73,74.25,7.16,36.78,0.5,0.69,8.426,86.87,5,3,4
51.94,40.64,65.54,6.79,53.08,0.5,0.46,14.005,34.99,2,1,1
68.5,29.25,40.61,6.07,17.53,0.5,0.525,17.37,28.12,7,0,1
34.98,22.71,35.13,8.16,39.85,0.5,0.42,14.734,55.4,4,1,3
95.0,36.79,85.16,6.33,200.0,0.5,0.446,5.459,0.0,4,2,0
49.56,26.51,53.58,6.49,34.84,0.5,0.575,12.308,42.54,2,0,2
47.25,29.41,56.84,5.67,0.8,0.5,0.446,12.694,53.65,7,2,2
39.17,19.94,51.29,7.18,51.15,0.5,0.5,9.714,48.38,6,1,2
60.47,19.29,59.3,6.7,11.89,0.5,0.6,7.85,37.84,5,0,1
29.88,11.63,58.27,5.59,0.27,0.5,0.6,4.855,71.55,3,0,3
80.47,36.0,65.87,6.61,195.13,0.5,0.489,12.288,0.0,2,2,0
55.93,24.33,57.67,6.63,15.43,0.5,0.525,10.297,41.25,4,0,1
54.73,40.16,62.64,7.29,4.07,0.5,0.719,15.003,45.98,6,3,1
34.11,26.86,34.11,5.98,26.89,0.5,0.42,17.696,59.74,7,1,3
51.59,33.96,67.64,6.62,23.21,0.5,0.46,10.988,43.34,8,1,1
67.55,16.76,69.69,5.62,23.48,0.5,0.42,5.08,27.21,7,1,1
61.75,21.97,83.09,6.63,2.97,0.5,0.489,3.717,38.68,2,2,1
61.63,24.92,52.86,7.04,11.82,0.5,0.525,11.746,36.52,4,0,1
57.41,37.47,57.75,7.04,58.9,0.5,0.6,15.832,28.31,5,0,1
55.42,22.25,63.11,6.08,9.8,0.5,0.6,8.207,43.46,5,0,1
72.46,33.06,83.48,5.93,4.58,0.5,0.489,5.463,27.54,8,2,1
49.23,35.16,49.12,7.39,27.65,0.5,0.6,17.889,44.87,5,0,2
21.86,31.98,67.09,5.94,20.55,0.5,0.6,10.523,74.13,3,0,3
61.41,27.41,41.72,6.99,21.93,0.5,0.42,15.975,33.77,4,1,1
36.86,32.63,63.78,6.39,32.16,0.5,0.604,11.818,56.04,4,3,2
50.83,25.34,33.9,5.8,73.49,0.5,0.51,16.749,30.76,3,2,1
11.58,43.7,53.54,6.9,103.26,0.5,0.69,20.304,62.48,5,3,3
62.08,27.69,81.27,7.55,33.4,0.5,0.489,5.186,30.19,2,2,1
62.16,24.76,69.98,5.13,30.31,0.5,0.383,7.433,30.68,1,2,1
36.28,29.94,78.04,5.13,14.46,0.5,0.489,6.574,61.07,8,2,2
60.68,30.94,56.42,7.47,47.09,0.5,0.446,13.485,27.82,4,2,1
50.43,32.18,64.24,5.81,39.6,0.5,0.45,11.506,40.09,1,0,1
